amount,transaction_hour,foreign_transaction,location_mismatch,velocity_last_24h,cardholder_age,device_trust_score_binned,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,is_fraud
-0.8545988871562878,-0.8080045556766977,0,1,-0.0018419838504007,0.5028107659218934,3,0,0,1,0,0,0
-0.7458343620607087,-0.8080045556766977,0,0,-0.0018419838504007,-1.7003620296675108,1,0,1,0,0,0,0
-0.8324544028413593,-1.6747607343297626,0,0,-0.0018419838504007,-1.233022345754607,1,0,0,0,1,0,0
1.5478076063266977,1.6478046171736525,0,0,-0.710297310927568,-0.6321570378665875,3,1,0,0,0,0,0
-0.9952298652904228,-1.6747607343297626,0,0,-0.710297310927568,-1.032733909791934,3,0,0,1,0,0,0
-0.2546724005024601,-1.096923281894386,0,0,-1.418752638004735,-0.2315801659412413,3,1,0,0,0,0,0
-0.1035768032560875,-0.5190858294590095,0,0,-0.0018419838504007,-0.8992082858168184,2,0,0,0,0,1,0
0.8520117058704351,1.5033452540648082,0,0,-0.710297310927568,0.7030992018845666,1,0,0,0,0,1,0
-0.5503822825127871,-0.6635451925678536,0,0,-0.0018419838504007,0.1022338939965472,3,0,1,0,0,0,0
1.1334086894820887,0.6365890754117435,0,0,-0.0018419838504007,-0.298342977928799,3,1,0,0,0,0,0
-0.7864775924192058,0.3476703491940552,0,0,0.7066133432267665,1.036913261822355,2,1,0,0,0,0,0
0.996355935947622,0.7810484385205877,0,0,-0.710297310927568,0.1689967059841049,3,0,0,1,0,0,0
-0.2977461230418639,-0.8080045556766977,0,0,-0.0018419838504007,1.4374901337477013,2,1,0,0,0,0,0
1.3306161244939985,1.6478046171736525,0,0,1.4150686703039337,0.0354710820089895,3,0,0,0,0,1,0
-1.0604480721447551,-0.0857077401324771,0,0,0.7066133432267665,-0.0312917299785681,3,0,0,0,0,1,0
0.9978412367248428,-0.2301671032413212,0,0,-0.0018419838504007,-1.233022345754607,2,0,1,0,0,0,0
-0.4630871050152179,-0.0857077401324771,0,0,-1.418752638004735,-1.2997851577421646,3,1,0,0,0,0,0
2.075697005285316,-0.2301671032413212,1,0,1.4150686703039337,-0.4986314138914721,1,0,0,0,1,0,0
-0.1623136976280018,0.3476703491940552,0,0,0.7066133432267665,0.5028107659218934,2,1,0,0,0,0,0
-1.0362106640073792,0.058751622976367,0,0,-0.710297310927568,-1.7003620296675108,2,0,1,0,0,0,0
0.8623412976392888,1.0699671647382758,0,0,2.831979324458268,1.303964509772586,3,0,1,0,0,0,0
2.011018907804518,0.6365890754117435,0,0,-0.710297310927568,1.1704388857974706,1,0,0,0,1,0,0
-0.016011571071751,-0.6635451925678536,0,0,1.4150686703039337,-0.4318686019039144,3,0,0,1,0,0,0
-1.1300546676590584,-1.5303013712209184,0,0,-0.0018419838504007,-0.8992082858168184,3,0,0,0,1,0,0
-0.4204184645059653,1.3588858909559642,0,0,-0.710297310927568,-0.4986314138914721,2,1,0,0,0,0,0
